Pressure, Temperature, Reynolds, Drag_Coefficient, Drag_Coefficient_Error_Pos, Drag_Coefficient_Error_Neg
13.2, 45, 31352.5742431042, 21.0124223239215, 2.41763424066977, 2.41763424066977
13.2, 45, 12313.9582502865, 22.5336653922509, 15.5170405633573, 15.5170405633573
13.2, 45, 118521.184105338, 18.4634946805162, 0.191715543444072, 0.191715543444072
13.2, 45, 27954.591413931, 21.1733665963443, 3.03909219686198, 3.03909219686198
13.2, 45, 23661.526874057, 21.8398598857805, 4.23960949267591, 4.23960949267591
13.2, 45, 70936.4289641694, 19.2203716274935, 0.481640104330054, 0.481640104330054
13.2, 45, 43616.6098039867, 20.3724031756756, 1.24623498410928, 1.24623498410928
16.6, 55, 17867.5515609687, 21.7652508894877, 9.15368581910848, 9.15368581910848
16.6, 55, 125637.055996345, 18.3877470989716, 0.20747930927834, 0.20747930927834
16.6, 55, 49304.731241175, 19.807149989706, 1.22247182825836, 1.22247182825836
16.6, 55, 107667.483438579, 18.6074812032667, 0.27078355428531, 0.27078355428531
16.6, 55, 13536.3513622991, 22.9216117473262, 16.0120267998002, 16.0120267998002
16.6, 55, 71994.5089139876, 19.1461599074966, 0.579982264504498, 0.579982264504498
16.6, 55, 58949.4992802703, 19.4584247735011, 0.863655495599455, 0.863655495599455
16.6, 55, 22441.0358182932, 20.9345419939241, 5.80047673858736, 5.80047673858736
16.6, 55, 44296.5080074942, 19.8307916472566, 1.50683347198268, 1.50683347198268
16.6, 55, 36163.6188854124, 20.1076548679491, 2.265078120627, 2.265078120627
16.6, 55, 121252.135326159, 18.4363699283627, 0.220566362796363, 0.220566362796363
16.6, 55, 85072.0354168332, 18.8324850607434, 0.418963400171204, 0.418963400171204
16.6, 55, 103030.125538593, 18.6109968334098, 0.292673058569925, 0.292673058569925
16.6, 55, 62664.4453756571, 19.3182930613143, 0.76166308494462, 0.76166308494462
16.6, 55, 66814.802347003, 19.1511266386389, 0.671621933741905, 0.671621933741905
16.6, 55, 40023.6860323227, 20.3563108994464, 1.84868057936682, 1.84868057936682
16.6, 55, 98428.0786967929, 18.7052786521598, 0.318212576297495, 0.318212576297495
16.6, 55, 94101.3387888276, 18.7365240146046, 0.345945890970535, 0.345945890970535
16.6, 55, 112249.405136342, 18.541593643746, 0.2517944419942, 0.2517944419942
16.6, 55, 31272.4427821611, 20.5767680935139, 3.01988954371356, 3.01988954371356
16.6, 55, 76452.8638484087, 19.0625190030148, 0.518185514149112, 0.518185514149112
16.6, 55, 53939.2603758079, 19.6676345378916, 1.02315173365127, 1.02315173365127
16.6, 55, 130240.937716863, 18.3435824135538, 0.195735083846963, 0.195735083846963
16.6, 55, 27281.4692961602, 20.8755273958803, 3.96092444894359, 3.96092444894359
16.6, 55, 81017.1760328248, 18.9834687699148, 0.462576998836875, 0.462576998836875
16.6, 55, 90129.3849290184, 18.7809056600762, 0.376175674619081, 0.376175674619081
16.6, 55, 134854.212682816, 18.3289989496668, 0.185163179879921, 0.185163179879921
16.6, 55, 116773.970377645, 18.4532827516731, 0.235074764576524, 0.235074764576524
